Key,English,Vietnamese
PROPQUEST_REQUESTBOX_INC_010013,You can find Flybrigen flying between Saint Morning and Garden of Rhisis continents.,Bạn có thể tìm thấy Flybrigen bay giữa các lục địa Saint Morning và Garden of Rhisis.
PROPQUEST_REQUESTBOX_INC_010014,Moth Infestation (2),Sự xâm nhập của sâu bướm (2)
PROPQUEST_REQUESTBOX_INC_010015,Tina is asking for further help regarding the Mothbee infestation. Could you get rid of the Lord Mothbee?,Tina is asking for further help regarding the Mothbee infestation. Could you get rid of the Lord Mothbee?
PROPQUEST_REQUESTBOX_INC_010016,You can find the Lord Mothbee flying inbetween Northern Saint City & Flaris.,You can find the Lord Mothbee flying inbetween Northern Saint City & Flaris.
PROPQUEST_REQUESTBOX_INC_010017,Mutated Aibatts (2),Aibatts đột biến (2)
PROPQUEST_REQUESTBOX_INC_010018,Tina is asking for further help regarding the Zendros threat. Could you get rid of the Lord Zendros?,Tina is asking for further help regarding the Zendros threat. Could you get rid of the Lord Zendros?
PROPQUEST_REQUESTBOX_INC_010019,You can find the Lord Zendros flying between Flaris and Saint morning continents.,You can find the Lord Zendros flying between Flaris and Saint morning continents.
PROPQUEST_REQUESTBOX_INC_010020,Dragonflies (2),Chuồn chuồn (2)
PROPQUEST_REQUESTBOX_INC_010021,Tina is asking for further help regarding the Neparuba threat. Could you get rid of the Lord Neparuba?,Tina is asking for further help regarding the Neparuba threat. Could you get rid of the Lord Neparuba?
PROPQUEST_REQUESTBOX_INC_010022,You can find the Lord Neparuba flying between Flaris and Saint morning continents.,You can find the Lord Neparuba flying between Flaris and Saint morning continents.
PROPQUEST_REQUESTBOX_INC_010023,Flybrigen Brigade (2),Lữ đoàn Flybrigen (2)
PROPQUEST_REQUESTBOX_INC_010024,Tina is asking for further help regarding the Flybrigen threat. Could you get rid of the Lord Flybrigen?,Tina is asking for further help regarding the Flybrigen threat. Could you get rid of the Lord Flybrigen?
PROPQUEST_REQUESTBOX_INC_010025,You can find the Lord Flybrigen flying between Saint Morning and Garden of Rhisis continents.,You can find the Lord Flybrigen flying between Saint Morning and Garden of Rhisis continents.
PROPQUEST_REQUESTBOX_INC_010026,Flying Circus,Xiếc bay
PROPQUEST_REQUESTBOX_INC_010027,Dior asked for help with reducing the Rockepeller population as they're causing problems with transport between Darkon & Flaris. Could you kill 15 of them?,Dior đã yêu cầu trợ giúp để giảm dân số Rockepeller vì chúng đang gây ra vấn đề với giao thông giữa Darkon và Flaris. Bạn có thể giết 15 trong số chúng không?
PROPQUEST_REQUESTBOX_INC_010028,You can find Rockepeller flying between Flaris and Darkon continents.,Bạn có thể tìm thấy Rockepeller bay giữa lục địa Flaris và Darkon.
PROPQUEST_REQUESTBOX_INC_010029,Zenma Hunting,Săn lùng Zenma
PROPQUEST_REQUESTBOX_INC_010030,Almani asked for help with reducing the Zenma population as they're causing problems with forestation in Gouthan Mountains. Could you kill 15 of them?,Almani đã yêu cầu giúp đỡ để giảm dân số Zenma vì chúng đang gây ra các vấn đề với việc trồng rừng ở Gouthan Mountains. Bạn có thể giết 15 trong số chúng không?
PROPQUEST_REQUESTBOX_INC_010031,You can find Zenma flying above Gouthan Mountains.,Bạn có thể tìm thấy Zenma đang bay trên Gouthan Mountains.
PROPQUEST_REQUESTBOX_INC_010032,"Hey look, a flying rat!","Này, một con chuột bay!"
PROPQUEST_REQUESTBOX_INC_010033,"Almani asked for Longwings to be exterminated, as they have been attacking civilians. Could you kill 15 of them?","Almani yêu cầu tiêu diệt Longwings, vì chúng đã tấn công dân thường. Bạn có thể giết 15 trong số chúng không?"
PROPQUEST_REQUESTBOX_INC_010034,You can find Longwings flying South-East of the Clockworks Cage in the mountains.,Bạn có thể tìm thấy Longwings bay về phía Đông Nam của Clockworks Cage trên núi.
PROPQUEST_REQUESTBOX_INC_010035,Baby Meteonyker,Baby Meteonyker
PROPQUEST_REQUESTBOX_INC_010036,"Almani asked for Fafnirs to be exterminated, before they grow into Dragons! Please could you kill 15 of them?","Almani yêu cầu tiêu diệt Fafnirs, trước khi chúng phát triển thành Rồng! Làm ơn, bạn có thể giết 15 trong số chúng không?"
PROPQUEST_REQUESTBOX_INC_010037,"You can find Fafnirs flying near the Volcano in Darkon 3, Brekin.","Bạn có thể tìm thấy Fafnirs bay gần Núi lửa trong Darkon 3, Brekin."
PROPQUEST_REQUESTBOX_INC_010038,Prehistoric Birds,Chim tiền sử
PROPQUEST_REQUESTBOX_INC_010039,Almani asked for Gorrudas to be exterminated. They are an imminent threat! Please could you kill 15 of them?,"Almani yêu cầu tiêu diệt Gorrudas. Chúng là một mối đe dọa sắp xảy ra! Làm ơn, bạn có thể giết 15 trong số chúng không?"
PROPQUEST_REQUESTBOX_INC_010040,"You can find Gorrudas flying West of the Deadwallderness, over the mountains.","Bạn có thể tìm thấy Gorrudas bay về phía Tây của Deadwal Wild, trên những ngọn núi."
PROPQUEST_REQUESTBOX_INC_010041,Flying Circus (2),Xiếc bay (2)
PROPQUEST_REQUESTBOX_INC_010042,Dior asked for further help regarding the Rockepeller threat. Could you get rid of the Lord Rockepeller?,Dior asked for further help regarding the Rockepeller threat. Could you get rid of the Lord Rockepeller?
PROPQUEST_REQUESTBOX_INC_010043,You can find the Lord Rockepeller flying between Flaris and Darkon continents.,You can find the Lord Rockepeller flying between Flaris and Darkon continents.
PROPQUEST_REQUESTBOX_INC_010044,"Hey look, a flying rat! (2)","Này, một con chuột bay! (2)"
PROPQUEST_REQUESTBOX_INC_010045,Almani asked for further help regarding the Longwings threat. Could you get rid of the Lord Longwing?,Almani asked for further help regarding the Longwings threat. Could you get rid of the Lord Longwing?
PROPQUEST_REQUESTBOX_INC_010046,You can find the Lord Longwing flying South-East of the Clockworks Cage in the mountains.,You can find the Lord Longwing flying South-East of the Clockworks Cage in the mountains.
PROPQUEST_REQUESTBOX_INC_010047,Baby Meteonyker (2),Baby Meteonyker (2)
PROPQUEST_REQUESTBOX_INC_010048,Almani asked for further help regarding the Fafnir threat. Could you get rid of the Lord Fafnir?,Almani asked for further help regarding the Fafnir threat. Could you get rid of the Lord Fafnir?
PROPQUEST_REQUESTBOX_INC_010049,"You can find the Lord Fafnir flying near the Volcano in Darkon 3, Brekin.","You can find the Lord Fafnir flying near the Volcano in Darkon 3, Brekin."
PROPQUEST_REQUESTBOX_INC_010050,Prehistoric Birds (2),Chim tiền sử (2)
PROPQUEST_REQUESTBOX_INC_010051,Almani asked for further help regarding the Gorruda threat. Could you get rid of the Lord Gorruda?,Almani asked for further help regarding the Gorruda threat. Could you get rid of the Lord Gorruda?
PROPQUEST_REQUESTBOX_INC_010052,"You can find the $QUEST_END_KILL_NAME$ flying West of the Deadwallderness, over the mountains.","Bạn có thể tìm thấy $ QUEST_END_KILL_NAME $ bay về West of the Deadwallderness, qua những ngọn núi."
PROPQUEST_REQUESTBOX_INC_010053,Zenma Hunting (2),Săn lùng Zenma (2)
PROPQUEST_REQUESTBOX_INC_010054,Almani asked for further help regarding the Zenma threat. Could you get rid of the Lord Zenma?,Almani asked for further help regarding the Zenma threat. Could you get rid of the Lord Zenma?
PROPQUEST_REQUESTBOX_INC_010055,You can find the Lord Zenma flying above Gouthan Mountains.,You can find the Lord Zenma flying above Gouthan Mountains.
PROPQUEST_REQUESTBOX_INC_020000,You can get $QUEST_END_ITEM_NAME$ from any type of Chimeradon.,Bạn có thể nhận được $ QUEST_END_ITEM_NAME $ từ bất kỳ loại Chimeradon nào
PROPQUEST_REQUESTBOX_INC_020001,You can get $QUEST_END_ITEM_NAME$ from any type of Bearnerky.,Bạn có thể nhận $ QUEST_END_ITEM_NAME $ từ bất kỳ loại Bearnerky nào.
PROPQUEST_REQUESTBOX_INC_020002,You can get $QUEST_END_ITEM_NAME$ from any type of Muffrin.,Bạn có thể nhận $ QUEST_END_ITEM_NAME $ từ bất kỳ loại Muffrin nào.
PROPQUEST_REQUESTBOX_INC_020003,You can get $QUEST_END_ITEM_NAME$ from any type of Popcrank.,Bạn có thể nhận $ QUEST_END_ITEM_NAME $ từ bất kỳ loại Popcrank nào.
PROPQUEST_REQUESTBOX_INC_020004,You can collect $QUEST_END_ITEM_NAME$ from all types of Red Mantis.,Bạn có thể thu thập $ QUEST_END_ITEM_NAME $ từ tất cả các loại Red Mantis.
PROPQUEST_REQUESTBOX_INC_020005,Obsessed with Crystals! (1),Bị ám ảnh bởi Pha lê! (1)
PROPQUEST_REQUESTBOX_INC_020006,Obsessed with Crystals! (2),Bị ám ảnh bởi Pha lê! (2)
PROPQUEST_REQUESTBOX_INC_020007,Obsessed with Crystals! (3),Bị ám ảnh bởi Pha lê! (3)
PROPQUEST_REQUESTBOX_INC_020008,Obsessed with Crystals! (4),Bị ám ảnh bởi Pha lê! (4)
PROPQUEST_REQUESTBOX_INC_020009,Obsessed with Crystals! (5),Bị ám ảnh bởi Pha lê! (5)
PROPQUEST_REQUESTBOX_INC_020010,Crystals! Hmmm.... $QUEST_END_ITEM_NAME$s! Could you please bring me some $QUEST_END_ITEM_NAME$!?,Crystals!! Hừm ... $ QUEST_END_ITEM_NAME $ s! Bạn có thể vui lòng mang cho tôi vài cái $ QUEST_END_ITEM_NAME $ không!?
PROPQUEST_REQUESTBOX_INC_020011,You can get $QUEST_END_ITEM_NAME$ from any type of Medumet.,Bạn có thể nhận $ QUEST_END_ITEM_NAME $ từ bất kỳ loại Medumet nào.
PROPQUEST_REQUESTBOX_INC_020012,You can get $QUEST_END_ITEM_NAME$ from any type of Yetti.,Bạn có thể nhận $ QUEST_END_ITEM_NAME $ từ bất kỳ loại Yetti nào.
PROPQUEST_REQUESTBOX_INC_020013,You can get $QUEST_END_ITEM_NAME$ from any type of Augu.,Bạn có thể nhận $ QUEST_END_ITEM_NAME $ từ bất kỳ loại Augu nào.
PROPQUEST_REQUESTBOX_INC_020014,You can get $QUEST_END_ITEM_NAME$ from any type of Ghost of the Forgotten.,Bạn có thể nhận được $QUEST_END_ITEM_NAME$ từ bất kỳ loại Hồn ma bị lãng quên nào.
PROPQUEST_REQUESTBOX_INC_020015,You can get $QUEST_END_ITEM_NAME$ from any type of Mammoth.,Bạn có thể nhận được $ QUEST_END_ITEM_NAME $ từ bất kỳ loại Mammoth nào.
PROPQUEST_REQUESTBOX_INC_020016,You did it! Hooray! Here's your reward. Come back soon!,Bạn làm được rồi! Hoan hô! Đây là phần thưởng của bạn. Quay lại sớm!
PROPQUEST_REQUESTBOX_INC_020017,More! More!,Nữa! Nữa đi!
PROPQUEST_REQUESTBOX_INC_020018,Bring Broken Wings,Bring Broken Wings
PROPQUEST_REQUESTBOX_INC_020019,Tigar Bites,Tigar Bites
PROPQUEST_REQUESTBOX_INC_020020,Googly-Eyed Gogloo,Gogloo có đôi mắt đẹp
PROPQUEST_REQUESTBOX_INC_020021,Nippy Waters,Nippy Waters
PROPQUEST_REQUESTBOX_INC_020022,Hard Shell of the Creper,Vỏ cứng của Creper
PROPQUEST_REQUESTBOX_INC_020023,Crumbly Purple Essence,Crumbly Purple Essence
PROPQUEST_REQUESTBOX_INC_020024,A Gray Picture of Dorian,Một bức tranh màu xám của Dorian
PROPQUEST_REQUESTBOX_INC_020025,King of Coral Island,Vua của Coral Island
PROPQUEST_REQUESTBOX_INC_020026,Letter in a Bottle,Thư trong chai
PROPQUEST_REQUESTBOX_INC_020027,Hello adventurer... would you bring me $QUEST_END_ITEM_NAME$ from the Atrox? I want to build giant wings I can soar the skies with! Bring me all you can find...,Xin chào nhà thám hiểm... bạn có thể mang cho tôi $QUEST_END_ITEM_NAME$ từ Atrox không? Tôi muốn tạo ra đôi cánh khổng lồ mà tôi có thể dùng để bay lên bầu trời! Mang cho tôi tất cả những gì bạn có thể tìm thấy...
PROPQUEST_REQUESTBOX_INC_020028,Tigars are known to have some of the strongest teeth in all of Madrigal. If you come across $QUEST_END_ITEM_NAME$ could you bring me a few? I'm crafting a giant dagger... it'll be HUGE!,"Tigars được biết đến là loài có hàm răng khỏe nhất ở Madrigal. Nếu bạn gặp $QUEST_END_ITEM_NAME$, bạn có thể mang cho tôi một ít được không? Tôi đang chế tạo một con dao găm khổng lồ... nó sẽ SIÊU LỚN!"
PROPQUEST_REQUESTBOX_INC_020029,The glass inside a Meral's $QUEST_END_ITEM_NAME$ can enhance a person's vision thrice their normal spotting distance. Collect me enough and I could build a telescope to peer halfway across the globe!,Mảnh kính bên trong $QUEST_END_ITEM_NAME$ của một Meral có thể tăng thị giác của một người gấp 3 lần khả năng mắt thường có thể nhìn thấy được. Thu thập cho tôi đủ số lượng để tôi có thể xây dựng một chiếc kính viễn vọng có khả năng nhìn thấu được nửa vòng trái đất!
PROPQUEST_REQUESTBOX_INC_020030,"All this inventing has me famished! Could you go get me some of the Kingster's $QUEST_END_ITEM_NAME$? We'll eat like kings! Don't worry, I'll share...","Công việc sáng chế khiến tôi đói meo rồi! Bạn có thể mang cho tôi vài $QUEST_END_ITEM_NAME$ của Kingster không? Chúng ta sẽ ăn uống như những vị vua! Đừng lo, tôi sẽ chia sẻ mà..."
PROPQUEST_REQUESTBOX_INC_020031,"After all that seafood I couldn't eat another bite! For this next invention, I need $QUEST_END_ITEM_NAME$ from the large crabs called Creper. From their hard carapace I will craft the strongest of armors. I forsee a fate in which doning this armor will save Coral Island!","Sau khi ăn một đống hải sản đó tôi đã ngán tận cổ rồi! Với phát minh tiếp theo, tôi cần $QUEST_END_ITEM_NAME$ từ những con cua bự gọi là Creper. Từ cái mai cứng của chúng tôi có thể chế tác ra những bộ giáp mạnh nhất. Tôi nhìn thấy được một tương lai nơi việc chế tạo bộ giáp này sẽ cứu rỗi Coral Island rồi đó!"
PROPQUEST_REQUESTBOX_INC_020032,"The Naga are powerful warriors of the sea... their $QUEST_END_ITEM_NAME$ are said to hold magical powers that can be used to harness purple energy. I have a healthy fear of Purple Magic, but what doesn't kill you only makes you stronger.","Người Naga là những chiến binh hùng mạnh của biển...Người ta kể rằng $QUEST_END_ITEM_NAME$ của họ nắm giữ sức mạnh phép thuật có khả năng khai thác năng lượng tím. Tôi có một sự lo lắng nhất định với Purple Magic, nhưng cái gì không giết được ta sẽ khiến ta mạnh hơn."
PROPQUEST_REQUESTBOX_INC_020033,The Dorian have risen from the seas around our island! Please defeat them and collect their $QUEST_END_ITEM_NAME$ as proof. My inventions can only hold them back for so long...,Người Dorian đã trỗi dậy từ vùng biển xung quanh hòn đảo của chúng tôi! Làm ơn đánh bại họ và thu thập $QUEST_END_ITEM_NAME$ làm bằng chứng. Những phát minh của tôi chỉ có thể giữ chân chúng một thời gian thôi...
PROPQUEST_REQUESTBOX_INC_020034,"The $QUEST_END_ITEM_NAME$ of the Okean must be mine! I know having their crown won't make me a king, but it will put me on the path of my dream. To be King of Coral Island!","$QUEST_END_ITEM_NAME$ của người Okean phải là của tôi! Tôi biết giành được vương miện của chúng sẽ không biến tôi trở thành một vị vua, nhưng nó sẽ giúp tôi vững bước trên hành trình đạt được ước mơ của mình. Đó là trở thành Vua Đảo San hô!"
PROPQUEST_REQUESTBOX_INC_020035,"With the $QUEST_END_ITEM_NAME$ from the Kraken, I could finally write to all my friends across the oceans. There's never enough time to keep up with everyone...","Với $QUEST_END_ITEM_NAME$ từ Kraken, cuối cùng tôi cũng đã có thể viết thư cho tất cả bạn bè ở bên kia đại dương. Dù có bao nhiêu thời gian cũng không đủ để giữ liên lạc với mọi người..."
PROPQUEST_REQUESTBOX_INC_020036,You may find $QUEST_END_ITEM_NAME$ from any of the Atrox crawling around the island.,Bạn có thể tìm thấy $QUEST_END_ITEM_NAME$ từ bất kỳ con Atrox đang bò nào xung quanh đảo.
PROPQUEST_REQUESTBOX_INC_020037,You may find $QUEST_END_ITEM_NAME$ from Tigars around the island.,Bạn có thể tìm thấy $QUEST_END_ITEM_NAME$ từ những con Hổ cái xung quanh đảo.
PROPQUEST_REQUESTBOX_INC_020038,You may find $QUEST_END_ITEM_NAME$ from the Meral patroling the beaches.,Bạn có thể tìm thấy $QUEST_END_ITEM_NAME$ từ đám Meral canh giữ bãi biển.
PROPQUEST_REQUESTBOX_INC_020039,You may find delicious $QUEST_END_ITEM_NAME$ from Kingsters in shallow waters around the island.,Bạn có thể tìm thấy $QUEST_END_ITEM_NAME$ ngon lành từ Kingsters ở vùng nước nông xung quanh đảo.
PROPQUEST_REQUESTBOX_INC_020040,You may find tough $QUEST_END_ITEM_NAME$ from Creper around the beach area.,Bạn có thể tìm thấy $QUEST_END_ITEM_NAME$ khó nhằn từ Creper xung quanh khu vực bãi biển.
PROPQUEST_REQUESTBOX_INC_020041,You may find $QUEST_END_ITEM_NAME$ from Naga around Coral Island.,Bạn có thể tìm thấy $QUEST_END_ITEM_NAME$ từ Naga xung quanh Coral Island..
PROPQUEST_REQUESTBOX_INC_020042,You may find $QUEST_END_ITEM_NAME$ left behind by Dorian around Coral Island.,Bạn có thể tìm thấy $QUEST_END_ITEM_NAME$ bị bỏ lại bởi Dorian xung quanh Coral Island.
PROPQUEST_REQUESTBOX_INC_020043,"You may find magnificient $QUEST_END_ITEM_NAME$ from Okean, deep in the waters of Coral Island's seas.","Bạn có thể tìm thấy $QUEST_END_ITEM_NAME$ kỳ diệu từ Okean, ở vùng biển sâu của Coral Island."
PROPQUEST_REQUESTBOX_INC_020044,You may find $QUEST_END_ITEM_NAME$ inside the bellies of the deep-sea Kraken.,Bạn có thể tìm thấy $QUEST_END_ITEM_NAME bên trong dạ dày của những con Kraken sống dưới biển sâu.
PROPQUEST_REQUESTBOX_INC_020045,"Please, don't make me go collect $QUEST_END_ITEM_NAME$ all on my own... I'm too busy dreaming up new inventions!","Làm ơn, đừng bắt tôi phải đi thu thập $QUEST_END_ITEM_NAME$ một mình...Tôi đang quá bận tay với việc sáng tạo ra những sáng chế mới rồi!"
PROPQUEST_REQUESTBOX_INC_020046,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll be soaring the skies with ease. See you at the Rainbow Race!","Cảm ơn vì đã thu thập tất cả $QUEST_END_ITEM_NAME$, nhà thám hiểm! Sớm thôi tôi sẽ sải cánh trên bầu trời kia một cách dễ dàng. Hẹn gặp lại bạn ở Rainbow Race!"
PROPQUEST_REQUESTBOX_INC_020047,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll have the biggest dagger in Madrigal. Hehehe, catch me showing off to the Demians!","Cảm ơn vì đã thu thập tất cả $QUEST_END_ITEM_NAME$, nhà thám hiểm! Sớm thôi tôi sẽ có được thanh dao găm lớn nhất Madrigal. Hehehe, nhìn tôi thể hiện với đám Demian nhé!"
PROPQUEST_REQUESTBOX_INC_020048,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll be able to see the sights without ever leaving my home!","Cảm ơn vị đã thu thập tất cả $QUEST_END_ITEM_NAME$, nhà thám hiểm! Sớm thôi tôi sẽ có thể tham quan tất cả mọi danh lam thắng cảnh mà không phải bước chân ra khỏi nhà!"
PROPQUEST_REQUESTBOX_INC_020049,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! We're going to be so full! Eat up, it's time to feast!","Cảm ơn vì đã thu thập tất cả $QUEST_END_ITEM_NAME$, nhà thám hiểm! Dạ dày chúng ta sẽ căng tròn sớm thôi! Đến lúc đánh chén rồi! "
PROPQUEST_REQUESTBOX_INC_020050,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll have armor enough to defend Coral Island against all evil!","Cảm ơn vì đã thu thập tất cả $QUEST_END_ITEM_NAME$, nhà thám hiểm! Sớm thôi tôi sẽ có đủ áo giáp để giúp Coral Island phòng thủ trước mọi thế lực xấu xa!"
PROPQUEST_REQUESTBOX_INC_020051,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll know more about this Purple Magic... Perhaps one day enough to stop its evil from taking over Coral Island.","Cảm ơn vì đã thu thập tất cả $QUEST_END_ITEM_NAME$, nhà thám hiểm! Sớm thôi tôi sẽ biết được nhiều hơn về Purple Magic...Có lẽ một ngày nào đó tôi sẽ đủ kiến thức để ngăn chặn thứ tà thuật này xâm chiếm Coral Island."
PROPQUEST_REQUESTBOX_INC_020052,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Those fishy creatures have a strange power that makes them age slower than others. Perhaps studying their teeth can give us insight to the Dorian's special powers.","Cảm ơn vì đã thu thập tất cả $QUEST_END_ITEM_NAME$, nhà thám hiểm! Những sinh vật giống cá đó có một sức mạnh kỳ lạ khiến chúng lão hóa chậm hơn bình thường. Có lẽ nghiên cứu mẫu răng của chúng sẽ giúp chúng ta biết thêm về năng lực đặc biệt của Dorian."
PROPQUEST_REQUESTBOX_INC_020053,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! It's just a dream... but I hope to one day greet you again as King of Coral Island.","Cảm ơn vì đã thu thập tất cả $QUEST_END_ITEM_NAME$, nhà thám hiểm! Chỉ là một giấc mơ...nhưng mà tôi mong một ngày có thể gặp lại bạn với tư cách là Vua của Coral Island."
PROPQUEST_REQUESTBOX_INC_020054,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! I've decided to write these letters and deliver them myself. Thank you for everything... I hope to see you again one day!","Cảm ơn bạn đã thu thập tất cả $QUEST_END_ITEM_NAME$ đó, nhà thám hiểm! Tôi đã quyết định viết những lá thư này và tự mình gửi chúng. Cảm ơn bạn vì tất cả... Tôi hy vọng một ngày nào đó sẽ gặp lại bạn!"
PROPQUEST_REQUESTBOX_INC_020055,That isn't nearly enough $QUEST_END_ITEM_NAME$ for me to build one of my grand inventions... come back with more!,Số tiền đó gần như không đủ $QUEST_END_ITEM_NAME$ để tôi xây dựng một trong những phát minh vĩ đại của mình...Đừng quay lại đây cho đến khi bạn mang theo nhiều hơn!
PROPQUEST_REQUESTBOX_INC_020056,$QUEST_END_NPC_NAME$ cackles with glee! Soon their inventions will become a reality.,"$QUEST_END_NPC_NAME$ cười khúc khích vui sướng! Sớm thôi, những phát minh của họ sẽ trở thành hiện thực."
PROPQUEST_REQUESTBOX_INC_020057,The Skulls of the Hundur Sharpfoot,The Skulls of the Hundur Sharpfoot
PROPQUEST_REQUESTBOX_INC_020058,"The Hundur Sharpfoot gather near Kaillun’s borders, and their skulls bear strange markings. The Muran need them to decipher the secrets behind their rituals.","The Hundur Sharpfoot gather near Kaillun’s borders, and their skulls bear strange markings. The Muran need them to decipher the secrets behind their rituals."
PROPQUEST_REQUESTBOX_INC_020059,Excellent! The Muran are counting on you. Go gather 325 $QUEST_END_ITEM_NAME$ and return once you have enough. You can find them on the Hundur Sharpfoot.,Excellent! The Muran are counting on you. Go gather 325 $QUEST_END_ITEM_NAME$ and return once you have enough. You can find them on the Hundur Sharpfoot.
PROPQUEST_REQUESTBOX_INC_020060,I see… but these creatures are growing more aggressive. Come back if you change your mind.,I see… but these creatures are growing more aggressive. Come back if you change your mind.
PROPQUEST_REQUESTBOX_INC_020061,"You haven't gathered enough skulls yet… Keep going, each specimen is important to us.","You haven't gathered enough skulls yet… Keep going, each specimen is important to us."
PROPQUEST_REQUESTBOX_INC_020062,Perfect! These skulls will be of great use to us. Kaillun thanks you for your determination.,Perfect! These skulls will be of great use to us. Kaillun thanks you for your determination.
PROPQUEST_REQUESTBOX_INC_020063,The Skulls of the Samoset,The Skulls of the Samoset
PROPQUEST_REQUESTBOX_INC_020064,The Samoset spirits have grown increasingly aggressive in the plains. The sages of Kaillun seek their skulls to understand the source of their unusual unrest.,The Samoset spirits have grown increasingly aggressive in the plains. The sages of Kaillun seek their skulls to understand the source of their unusual unrest.
PROPQUEST_REQUESTBOX_INC_020065,Thank you! The Samoset spirits are becoming unstable. Bring back 325 $QUEST_END_ITEM_NAME$ from the Samoset so we can analyze their unrest.,Thank you! The Samoset spirits are becoming unstable. Bring back 325 $QUEST_END_ITEM_NAME$ from the Samoset so we can analyze their unrest.
PROPQUEST_REQUESTBOX_INC_020066,Very well… but their unrest intensifies each day. Return if you change your mind.,Very well… but their unrest intensifies each day. Return if you change your mind.
PROPQUEST_REQUESTBOX_INC_020067,"You still don't have enough… Keep going, we must understand what's disturbing them.","You still don't have enough… Keep going, we must understand what's disturbing them."
PROPQUEST_REQUESTBOX_INC_020068,Perfect! These skulls will help us uncover the truth. Thank you for your help.,Perfect! These skulls will help us uncover the truth. Thank you for your help.
PROPQUEST_REQUESTBOX_INC_020069,The Claws of the Kyouchish,The Claws of the Kyouchish
PROPQUEST_REQUESTBOX_INC_020070,The Kyouchish have been injuring many Muran scouts with their corrosive strikes. Their claws are needed to craft a protective remedy.,The Kyouchish have been injuring many Muran scouts with their corrosive strikes. Their claws are needed to craft a protective remedy.
PROPQUEST_REQUESTBOX_INC_020071,Good! Their claws are poisoning our scouts. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kyouchish.,Good! Their claws are poisoning our scouts. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kyouchish.
PROPQUEST_REQUESTBOX_INC_020072,I understand… but we're running out of remedies. Return if you wish to help.,I understand… but we're running out of remedies. Return if you wish to help.
PROPQUEST_REQUESTBOX_INC_020073,"You're still missing some. The Kyouchish are dangerous, stay careful.","You're still missing some. The Kyouchish are dangerous, stay careful."
PROPQUEST_REQUESTBOX_INC_020074,"Excellent! With these claws, our healers can prepare a proper antidote.","Excellent! With these claws, our healers can prepare a proper antidote."
PROPQUEST_REQUESTBOX_INC_020075,The Kanonicus Antidote,The Kanonicus Antidote
PROPQUEST_REQUESTBOX_INC_020076,The Kanonicus carry a natural antidote within their dorsal glands. Kaillun urgently needs it to heal warriors poisoned by the Lycans.,The Kanonicus carry a natural antidote within their dorsal glands. Kaillun urgently needs it to heal warriors poisoned by the Lycans.
PROPQUEST_REQUESTBOX_INC_020077,Thank you! Their natural antidote is vital for our wounded soldiers. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kanonicus.,Thank you! Their natural antidote is vital for our wounded soldiers. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kanonicus.
PROPQUEST_REQUESTBOX_INC_020078,A shame… several warriors are still waiting to be treated.,A shame… several warriors are still waiting to be treated.
PROPQUEST_REQUESTBOX_INC_020079,"You don’t have enough yet. Hurry, every drop counts.","You don’t have enough yet. Hurry, every drop counts."
PROPQUEST_REQUESTBOX_INC_020080,"Perfect! Thanks to you, we can finally treat our wounded.","Perfect! Thanks to you, we can finally treat our wounded."
PROPQUEST_REQUESTBOX_INC_020081,The Magic Skulls of the Redcloud,The Magic Skulls of the Redcloud
PROPQUEST_REQUESTBOX_INC_020082,The Redcloud generate a mysterious energy within their skulls. Muran shamans want to study this magic to reinforce the city's protective wards.,The Redcloud generate a mysterious energy within their skulls. Muran shamans want to study this magic to reinforce the city's protective wards.
PROPQUEST_REQUESTBOX_INC_020083,Very well! Their skulls contain a mysterious energy. We must study it. Bring back 325 $QUEST_END_ITEM_NAME$ from the Redcloud.,Very well! Their skulls contain a mysterious energy. We must study it. Bring back 325 $QUEST_END_ITEM_NAME$ from the Redcloud.
PROPQUEST_REQUESTBOX_INC_020084,Alright… but this magic could strengthen our defenses.,Alright… but this magic could strengthen our defenses.
PROPQUEST_REQUESTBOX_INC_020085,You don’t have enough energy-charged skulls yet. Keep going!,You don’t have enough energy-charged skulls yet. Keep going!
PROPQUEST_REQUESTBOX_INC_020086,Excellent work! These skulls are a true source of power.,Excellent work! These skulls are a true source of power.
PROPQUEST_REQUESTBOX_INC_020087,The Devil’s Teeth,The Devil’s Teeth
PROPQUEST_REQUESTBOX_INC_020088,A strange corruption spreads through Kaillun as Devil Spirits multiply. Their teeth contain a demonic essence the sages wish to seal away.,A strange corruption spreads through Kaillun as Devil Spirits multiply. Their teeth contain a demonic essence the sages wish to seal away.
