Key,English,Portuguese
PROPQUEST_REQUESTBOX_INC_010022,You can find the Lord Neparuba flying between Flaris and Saint morning continents.,You can find the Lord Neparuba flying between Flaris and Saint morning continents.
PROPQUEST_REQUESTBOX_INC_010023,Flybrigen Brigade (2),Brigada Flybrigen (2)
PROPQUEST_REQUESTBOX_INC_010024,Tina is asking for further help regarding the Flybrigen threat. Could you get rid of the Lord Flybrigen?,Tina is asking for further help regarding the Flybrigen threat. Could you get rid of the Lord Flybrigen?
PROPQUEST_REQUESTBOX_INC_010025,You can find the Lord Flybrigen flying between Saint Morning and Garden of Rhisis continents.,You can find the Lord Flybrigen flying between Saint Morning and Garden of Rhisis continents.
PROPQUEST_REQUESTBOX_INC_010026,Flying Circus,Circo Voador
PROPQUEST_REQUESTBOX_INC_010027,Dior asked for help with reducing the Rockepeller population as they're causing problems with transport between Darkon & Flaris. Could you kill 15 of them?,"A Dior pediu ajuda para reduzir a população de Rockepellers, pois eles estão causando problemas com o transporte entre Darkon e Flaris. Você poderia matar 15 deles?"
PROPQUEST_REQUESTBOX_INC_010028,You can find Rockepeller flying between Flaris and Darkon continents.,Você pode encontrar Rockepellers voando entre os continentes Flaris e Darkon.
PROPQUEST_REQUESTBOX_INC_010029,Zenma Hunting,Caçando Zenmas
PROPQUEST_REQUESTBOX_INC_010030,Almani asked for help with reducing the Zenma population as they're causing problems with forestation in Gouthan Mountains. Could you kill 15 of them?,"Almani pediu ajuda para reduzir a população Zenma, pois eles estão causando problemas com o reflorestamento nas Montanhas Gouthan. Você poderia matar 15 deles?"
PROPQUEST_REQUESTBOX_INC_010031,You can find Zenma flying above Gouthan Mountains.,Você pode encontrar Zenmas voando acima das Montanhas Gouthan.
PROPQUEST_REQUESTBOX_INC_010032,"Hey look, a flying rat!","Ei, olhe, um rato voador!"
PROPQUEST_REQUESTBOX_INC_010033,"Almani asked for Longwings to be exterminated, as they have been attacking civilians. Could you kill 15 of them?","Almani pediu que os Longwings fossem exterminados, pois estão atacando civis. Você poderia matar 15 deles?"
PROPQUEST_REQUESTBOX_INC_010034,You can find Longwings flying South-East of the Clockworks Cage in the mountains.,"Você pode encontrar Longwings voando a sudeste da Prisão de Clockworks, nas montanhas."
PROPQUEST_REQUESTBOX_INC_010035,Baby Meteonyker,"Meteonyker, o Pai ausente"
PROPQUEST_REQUESTBOX_INC_010036,"Almani asked for Fafnirs to be exterminated, before they grow into Dragons! Please could you kill 15 of them?","Almani pediu que os Fafnirs fossem exterminados, antes que se tornem poderosos Dragões! Por favor, você poderia matar 15 deles?"
PROPQUEST_REQUESTBOX_INC_010037,"You can find Fafnirs flying near the Volcano in Darkon 3, Brekin.","Você pode encontrar Fafnirs voando perto do Vulcão em Breckin, Darkon 3."
PROPQUEST_REQUESTBOX_INC_010038,Prehistoric Birds,Aves Pré-históricas
PROPQUEST_REQUESTBOX_INC_010039,Almani asked for Gorrudas to be exterminated. They are an imminent threat! Please could you kill 15 of them?,"Almani pediu que Gorrudas fossem exterminados. Eles são uma ameaça iminente! Por favor, você poderia matar 15 deles?"
PROPQUEST_REQUESTBOX_INC_010040,"You can find Gorrudas flying West of the Deadwallderness, over the mountains.","Você pode encontrar Gorrudas voando a oeste do Deserto da Morte, sobre as montanhas."
PROPQUEST_REQUESTBOX_INC_010041,Flying Circus (2),Circo Voador (2)
PROPQUEST_REQUESTBOX_INC_010042,Dior asked for further help regarding the Rockepeller threat. Could you get rid of the Lord Rockepeller?,Dior asked for further help regarding the Rockepeller threat. Could you get rid of the Lord Rockepeller?
PROPQUEST_REQUESTBOX_INC_010043,You can find the Lord Rockepeller flying between Flaris and Darkon continents.,You can find the Lord Rockepeller flying between Flaris and Darkon continents.
PROPQUEST_REQUESTBOX_INC_010044,"Hey look, a flying rat! (2)","Ei, olhe, um rato voador! (2)"
PROPQUEST_REQUESTBOX_INC_010045,Almani asked for further help regarding the Longwings threat. Could you get rid of the Lord Longwing?,Almani asked for further help regarding the Longwings threat. Could you get rid of the Lord Longwing?
PROPQUEST_REQUESTBOX_INC_010046,You can find the Lord Longwing flying South-East of the Clockworks Cage in the mountains.,You can find the Lord Longwing flying South-East of the Clockworks Cage in the mountains.
PROPQUEST_REQUESTBOX_INC_010047,Baby Meteonyker (2),"Meteonyker, o Pai ausente (2)"
PROPQUEST_REQUESTBOX_INC_010048,Almani asked for further help regarding the Fafnir threat. Could you get rid of the Lord Fafnir?,Almani asked for further help regarding the Fafnir threat. Could you get rid of the Lord Fafnir?
PROPQUEST_REQUESTBOX_INC_010049,"You can find the Lord Fafnir flying near the Volcano in Darkon 3, Brekin.","You can find the Lord Fafnir flying near the Volcano in Darkon 3, Brekin."
PROPQUEST_REQUESTBOX_INC_010050,Prehistoric Birds (2),Aves Pré-históricas (2)
PROPQUEST_REQUESTBOX_INC_010051,Almani asked for further help regarding the Gorruda threat. Could you get rid of the Lord Gorruda?,Almani asked for further help regarding the Gorruda threat. Could you get rid of the Lord Gorruda?
PROPQUEST_REQUESTBOX_INC_010052,"You can find the $QUEST_END_KILL_NAME$ flying West of the Deadwallderness, over the mountains.","Você pode encontrar o $QUEST_END_KILL_NAME$ voando a oeste do Deserto da Morte, sobre as montanhas."
PROPQUEST_REQUESTBOX_INC_010053,Zenma Hunting (2),Caçando Zenmas (2)
PROPQUEST_REQUESTBOX_INC_010054,Almani asked for further help regarding the Zenma threat. Could you get rid of the Lord Zenma?,Almani asked for further help regarding the Zenma threat. Could you get rid of the Lord Zenma?
PROPQUEST_REQUESTBOX_INC_010055,You can find the Lord Zenma flying above Gouthan Mountains.,You can find the Lord Zenma flying above Gouthan Mountains.
PROPQUEST_REQUESTBOX_INC_020000,You can get $QUEST_END_ITEM_NAME$ from any type of Chimeradon.,Você pode obter $QUEST_END_ITEM_NAME$ de qualquer tipo de Quimeradon.
PROPQUEST_REQUESTBOX_INC_020001,You can get $QUEST_END_ITEM_NAME$ from any type of Bearnerky.,Você pode obter $QUEST_END_ITEM_NAME$ de qualquer tipo de Bearnerky.
PROPQUEST_REQUESTBOX_INC_020002,You can get $QUEST_END_ITEM_NAME$ from any type of Muffrin.,Você pode obter $QUEST_END_ITEM_NAME$ de qualquer tipo de Muffrin.
PROPQUEST_REQUESTBOX_INC_020003,You can get $QUEST_END_ITEM_NAME$ from any type of Popcrank.,Você pode obter $QUEST_END_ITEM_NAME$ de qualquer tipo de Popcrank.
PROPQUEST_REQUESTBOX_INC_020004,You can collect $QUEST_END_ITEM_NAME$ from all types of Red Mantis.,Você pode obter $QUEST_END_ITEM_NAME$ de qualquer tipo de Louva-deus Vermelho.
PROPQUEST_REQUESTBOX_INC_020005,Obsessed with Crystals! (1),Obsessão por Cristais! (1)
PROPQUEST_REQUESTBOX_INC_020006,Obsessed with Crystals! (2),Obsessão por Cristais! (2)
PROPQUEST_REQUESTBOX_INC_020007,Obsessed with Crystals! (3),Obsessão por Cristais! (3)
PROPQUEST_REQUESTBOX_INC_020008,Obsessed with Crystals! (4),Obsessão por Cristais! (4)
PROPQUEST_REQUESTBOX_INC_020009,Obsessed with Crystals! (5),Obsessão por Cristais! (5)
PROPQUEST_REQUESTBOX_INC_020010,Crystals! Hmmm.... $QUEST_END_ITEM_NAME$s! Could you please bring me some $QUEST_END_ITEM_NAME$!?,"Cristais!! Hmmm...✨ $QUEST_END_ITEM_NAME$ ✨! $QUEST_END_ITEM_NAME$, você poderia por favor me trazer alguns!?"
PROPQUEST_REQUESTBOX_INC_020011,You can get $QUEST_END_ITEM_NAME$ from any type of Medumet.,Você pode obter $QUEST_END_ITEM_NAME$ de qualquer tipo de Medumet.
PROPQUEST_REQUESTBOX_INC_020012,You can get $QUEST_END_ITEM_NAME$ from any type of Yetti.,Você pode obter $QUEST_END_ITEM_NAME$ de qualquer tipo de Yetti.
PROPQUEST_REQUESTBOX_INC_020013,You can get $QUEST_END_ITEM_NAME$ from any type of Augu.,Você pode obter $QUEST_END_ITEM_NAME$ de qualquer tipo de Augu.
PROPQUEST_REQUESTBOX_INC_020014,You can get $QUEST_END_ITEM_NAME$ from any type of Ghost of the Forgotten.,Você pode obter $QUEST_END_ITEM_NAME$ de qualquer tipo de Fantasma Esquecido.
PROPQUEST_REQUESTBOX_INC_020015,You can get $QUEST_END_ITEM_NAME$ from any type of Mammoth.,Você pode obter $QUEST_END_ITEM_NAME$ de qualquer tipo de Mamute.
PROPQUEST_REQUESTBOX_INC_020016,You did it! Hooray! Here's your reward. Come back soon!,Você conseguiu! Viva! Aqui está sua recompensa. Volte logo!
PROPQUEST_REQUESTBOX_INC_020017,More! More!,Mais! Mais! Mais!
PROPQUEST_REQUESTBOX_INC_020018,Bring Broken Wings,Traga Asas Quebradas
PROPQUEST_REQUESTBOX_INC_020019,Tigar Bites,Mordidas de Tigar
PROPQUEST_REQUESTBOX_INC_020020,Googly-Eyed Gogloo,Gogloo de Olhos Esbugalhados
PROPQUEST_REQUESTBOX_INC_020021,Nippy Waters,Águas Geladas
PROPQUEST_REQUESTBOX_INC_020022,Hard Shell of the Creper,Carapaça Dura do Creper
PROPQUEST_REQUESTBOX_INC_020023,Crumbly Purple Essence,Essência Roxa Esfarelada
PROPQUEST_REQUESTBOX_INC_020024,A Gray Picture of Dorian,Uma Imagem Cinza de Dorian
PROPQUEST_REQUESTBOX_INC_020025,King of Coral Island,Rei da Ilha de Coral
PROPQUEST_REQUESTBOX_INC_020026,Letter in a Bottle,Carta na Garrafa
PROPQUEST_REQUESTBOX_INC_020027,Hello adventurer... would you bring me $QUEST_END_ITEM_NAME$ from the Atrox? I want to build giant wings I can soar the skies with! Bring me all you can find...,Olá aventureiro... você poderia me trazer $QUEST_END_ITEM_NAME$ dos Atrox? Eu quero construir asas gigantes para voar pelos céus! Traga-me tudo o que puder encontrar...
PROPQUEST_REQUESTBOX_INC_020028,Tigars are known to have some of the strongest teeth in all of Madrigal. If you come across $QUEST_END_ITEM_NAME$ could you bring me a few? I'm crafting a giant dagger... it'll be HUGE!,"Os Tigars são conhecidos por terem alguns dos dentes mais fortes de toda Madrigal. Se você encontrar $QUEST_END_ITEM_NAME$, poderia me trazer alguns? Estou criando um punhal gigante... será ENORME!"
PROPQUEST_REQUESTBOX_INC_020029,The glass inside a Meral's $QUEST_END_ITEM_NAME$ can enhance a person's vision thrice their normal spotting distance. Collect me enough and I could build a telescope to peer halfway across the globe!,O vidro dentro de um $QUEST_END_ITEM_NAME$ de Meral pode aumentar a visão de uma pessoa em até três vezes a sua distância normal. Colete o suficiente para mim e eu poderia construir um telescópio para ver metade do globo!
PROPQUEST_REQUESTBOX_INC_020030,"All this inventing has me famished! Could you go get me some of the Kingster's $QUEST_END_ITEM_NAME$? We'll eat like kings! Don't worry, I'll share...","Toda essa invenção me deixou faminto! Você poderia pegar $QUEST_END_ITEM_NAME$ dos Kingsters? Vamos comer como reis! Não se preocupe, eu vou compartilhar..."
PROPQUEST_REQUESTBOX_INC_020031,"After all that seafood I couldn't eat another bite! For this next invention, I need $QUEST_END_ITEM_NAME$ from the large crabs called Creper. From their hard carapace I will craft the strongest of armors. I forsee a fate in which doning this armor will save Coral Island!","Depois de todo esse fruto do mar, não consigo comer mais uma mordida! Para esta próxima invenção, preciso de $QUEST_END_ITEM_NAME$ dos grandes caranguejos chamados Creper. De suas duras carapaças, eu farei a armadura mais forte. Prevejo um destino em que usar essa armadura salvará a Ilha de Coral!"
PROPQUEST_REQUESTBOX_INC_020032,"The Naga are powerful warriors of the sea... their $QUEST_END_ITEM_NAME$ are said to hold magical powers that can be used to harness purple energy. I have a healthy fear of Purple Magic, but what doesn't kill you only makes you stronger.","Os Naga são guerreiros poderosos do mar... seus $QUEST_END_ITEM_NAME$ dizem ter poderes mágicos que podem ser usados para controlar energia roxa. Tenho um medo saudável de Magia Roxa, mas o que não nos mata nos torna mais fortes."
PROPQUEST_REQUESTBOX_INC_020033,The Dorian have risen from the seas around our island! Please defeat them and collect their $QUEST_END_ITEM_NAME$ as proof. My inventions can only hold them back for so long...,"Os Dorian emergiram dos mares ao redor de nossa ilha! Por favor, derrote-os e colete seus $QUEST_END_ITEM_NAME$ como prova. Minhas invenções só podem segurá-los por um tempo..."
PROPQUEST_REQUESTBOX_INC_020034,"The $QUEST_END_ITEM_NAME$ of the Okean must be mine! I know having their crown won't make me a king, but it will put me on the path of my dream. To be King of Coral Island!","Os $QUEST_END_ITEM_NAME$ do Okean devem ser meus! Eu sei que ter a coroa deles não me fará um rei, mas me colocará no caminho do meu sonho. Ser o Rei da Ilha de Coral!"
PROPQUEST_REQUESTBOX_INC_020035,"With the $QUEST_END_ITEM_NAME$ from the Kraken, I could finally write to all my friends across the oceans. There's never enough time to keep up with everyone...","Com os $QUEST_END_ITEM_NAME$ do Kraken, eu poderia finalmente escrever para todos os meus amigos pelos oceanos. Nunca há tempo suficiente para manter contato com todos..."
PROPQUEST_REQUESTBOX_INC_020036,You may find $QUEST_END_ITEM_NAME$ from any of the Atrox crawling around the island.,Você pode encontrar $QUEST_END_ITEM_NAME$ de qualquer um dos Atrox que rastejam pela ilha.
PROPQUEST_REQUESTBOX_INC_020037,You may find $QUEST_END_ITEM_NAME$ from Tigars around the island.,Você pode encontrar $QUEST_END_ITEM_NAME$ dos Tigars ao redor da ilha.
PROPQUEST_REQUESTBOX_INC_020038,You may find $QUEST_END_ITEM_NAME$ from the Meral patroling the beaches.,Você pode encontrar $QUEST_END_ITEM_NAME$ dos Meral patrulhando as praias.
PROPQUEST_REQUESTBOX_INC_020039,You may find delicious $QUEST_END_ITEM_NAME$ from Kingsters in shallow waters around the island.,Você pode encontrar deliciosos $QUEST_END_ITEM_NAME$ dos Kingsters em águas rasas ao redor da ilha.
PROPQUEST_REQUESTBOX_INC_020040,You may find tough $QUEST_END_ITEM_NAME$ from Creper around the beach area.,Você pode encontrar resistentes $QUEST_END_ITEM_NAME$ dos Creper ao redor da área da praia.
PROPQUEST_REQUESTBOX_INC_020041,You may find $QUEST_END_ITEM_NAME$ from Naga around Coral Island.,Você pode encontrar $QUEST_END_ITEM_NAME$ dos Naga ao redor da Ilha de Coral.
PROPQUEST_REQUESTBOX_INC_020042,You may find $QUEST_END_ITEM_NAME$ left behind by Dorian around Coral Island.,Você pode encontrar $QUEST_END_ITEM_NAME$ deixados pelos Dorian ao redor da Ilha de Coral.
PROPQUEST_REQUESTBOX_INC_020043,"You may find magnificient $QUEST_END_ITEM_NAME$ from Okean, deep in the waters of Coral Island's seas.","Você pode encontrar magníficos $QUEST_END_ITEM_NAME$ dos Okean, nas profundezas das águas dos mares da Ilha de Coral."
PROPQUEST_REQUESTBOX_INC_020044,You may find $QUEST_END_ITEM_NAME$ inside the bellies of the deep-sea Kraken.,Você pode encontrar $QUEST_END_ITEM_NAME$ dentro dos estômagos dos Kraken das profundezas do mar.
PROPQUEST_REQUESTBOX_INC_020045,"Please, don't make me go collect $QUEST_END_ITEM_NAME$ all on my own... I'm too busy dreaming up new inventions!","Por favor, não me faça ir coletar $QUEST_END_ITEM_NAME$ sozinho... Estou muito ocupado sonhando com novas invenções!"
PROPQUEST_REQUESTBOX_INC_020046,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll be soaring the skies with ease. See you at the Rainbow Race!","Obrigado por coletar todos aqueles $QUEST_END_ITEM_NAME$, aventureiro! Em breve estarei voando pelos céus com facilidade. Vejo você na Corrida Arco-Íris!"
PROPQUEST_REQUESTBOX_INC_020047,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll have the biggest dagger in Madrigal. Hehehe, catch me showing off to the Demians!","Obrigado por coletar todos aqueles $QUEST_END_ITEM_NAME$, aventureiro! Em breve terei o maior punhal de Madrigal. Hehehe, me veja exibindo para os Demians!"
PROPQUEST_REQUESTBOX_INC_020048,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll be able to see the sights without ever leaving my home!","Obrigado por coletar todos aqueles $QUEST_END_ITEM_NAME$, aventureiro! Em breve poderei ver as vistas sem nunca sair de casa!"
PROPQUEST_REQUESTBOX_INC_020049,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! We're going to be so full! Eat up, it's time to feast!","Obrigado por coletar todos aqueles $QUEST_END_ITEM_NAME$, aventureiro! Vamos ficar tão cheios! Coma, é hora de festejar!"
PROPQUEST_REQUESTBOX_INC_020050,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll have armor enough to defend Coral Island against all evil!","Obrigado por coletar todos aqueles $QUEST_END_ITEM_NAME$, aventureiro! Em breve terei armadura suficiente para defender a Ilha de Coral contra todo o mal!"
PROPQUEST_REQUESTBOX_INC_020051,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll know more about this Purple Magic... Perhaps one day enough to stop its evil from taking over Coral Island.","Obrigado por coletar todos aqueles $QUEST_END_ITEM_NAME$, aventureiro! Em breve saberei mais sobre essa Magia Roxa... Talvez um dia o suficiente para impedir que seu mal tome conta da Ilha de Coral."
PROPQUEST_REQUESTBOX_INC_020052,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Those fishy creatures have a strange power that makes them age slower than others. Perhaps studying their teeth can give us insight to the Dorian's special powers.","Obrigado por coletar todos aqueles $QUEST_END_ITEM_NAME$, aventureiro! Essas criaturas aquáticas têm um estranho poder que as faz envelhecer mais lentamente que as outras. Talvez estudar seus dentes nos dê uma visão sobre os poderes especiais dos Dorian."
PROPQUEST_REQUESTBOX_INC_020053,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! It's just a dream... but I hope to one day greet you again as King of Coral Island.","Obrigado por coletar todos aqueles $QUEST_END_ITEM_NAME$, aventureiro! É apenas um sonho... mas espero um dia cumprimentá-lo novamente como Rei da Ilha de Coral."
PROPQUEST_REQUESTBOX_INC_020054,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! I've decided to write these letters and deliver them myself. Thank you for everything... I hope to see you again one day!","Obrigado por coletar todos aqueles $QUEST_END_ITEM_NAME$, aventureiro! Decidi escrever estas cartas e entregá-las pessoalmente. Obrigado por tudo... espero vê-lo novamente um dia!"
PROPQUEST_REQUESTBOX_INC_020055,That isn't nearly enough $QUEST_END_ITEM_NAME$ for me to build one of my grand inventions... come back with more!,Isso não é nem de perto suficiente $QUEST_END_ITEM_NAME$ para eu construir uma das minhas grandes invenções... volte com mais!
PROPQUEST_REQUESTBOX_INC_020056,$QUEST_END_NPC_NAME$ cackles with glee! Soon their inventions will become a reality.,$QUEST_END_NPC_NAME$ ri de alegria! Em breve suas invenções se tornarão realidade.
PROPQUEST_REQUESTBOX_INC_020057,The Skulls of the Hundur Sharpfoot,The Skulls of the Hundur Sharpfoot
PROPQUEST_REQUESTBOX_INC_020058,"The Hundur Sharpfoot gather near Kaillun’s borders, and their skulls bear strange markings. The Muran need them to decipher the secrets behind their rituals.","The Hundur Sharpfoot gather near Kaillun’s borders, and their skulls bear strange markings. The Muran need them to decipher the secrets behind their rituals."
PROPQUEST_REQUESTBOX_INC_020059,Excellent! The Muran are counting on you. Go gather 325 $QUEST_END_ITEM_NAME$ and return once you have enough. You can find them on the Hundur Sharpfoot.,Excellent! The Muran are counting on you. Go gather 325 $QUEST_END_ITEM_NAME$ and return once you have enough. You can find them on the Hundur Sharpfoot.
PROPQUEST_REQUESTBOX_INC_020060,I see… but these creatures are growing more aggressive. Come back if you change your mind.,I see… but these creatures are growing more aggressive. Come back if you change your mind.
PROPQUEST_REQUESTBOX_INC_020061,"You haven't gathered enough skulls yet… Keep going, each specimen is important to us.","You haven't gathered enough skulls yet… Keep going, each specimen is important to us."
PROPQUEST_REQUESTBOX_INC_020062,Perfect! These skulls will be of great use to us. Kaillun thanks you for your determination.,Perfect! These skulls will be of great use to us. Kaillun thanks you for your determination.
PROPQUEST_REQUESTBOX_INC_020063,The Skulls of the Samoset,The Skulls of the Samoset
PROPQUEST_REQUESTBOX_INC_020064,The Samoset spirits have grown increasingly aggressive in the plains. The sages of Kaillun seek their skulls to understand the source of their unusual unrest.,The Samoset spirits have grown increasingly aggressive in the plains. The sages of Kaillun seek their skulls to understand the source of their unusual unrest.
PROPQUEST_REQUESTBOX_INC_020065,Thank you! The Samoset spirits are becoming unstable. Bring back 325 $QUEST_END_ITEM_NAME$ from the Samoset so we can analyze their unrest.,Thank you! The Samoset spirits are becoming unstable. Bring back 325 $QUEST_END_ITEM_NAME$ from the Samoset so we can analyze their unrest.
PROPQUEST_REQUESTBOX_INC_020066,Very well… but their unrest intensifies each day. Return if you change your mind.,Very well… but their unrest intensifies each day. Return if you change your mind.
PROPQUEST_REQUESTBOX_INC_020067,"You still don't have enough… Keep going, we must understand what's disturbing them.","You still don't have enough… Keep going, we must understand what's disturbing them."
PROPQUEST_REQUESTBOX_INC_020068,Perfect! These skulls will help us uncover the truth. Thank you for your help.,Perfect! These skulls will help us uncover the truth. Thank you for your help.
PROPQUEST_REQUESTBOX_INC_020069,The Claws of the Kyouchish,The Claws of the Kyouchish
PROPQUEST_REQUESTBOX_INC_020070,The Kyouchish have been injuring many Muran scouts with their corrosive strikes. Their claws are needed to craft a protective remedy.,The Kyouchish have been injuring many Muran scouts with their corrosive strikes. Their claws are needed to craft a protective remedy.
PROPQUEST_REQUESTBOX_INC_020071,Good! Their claws are poisoning our scouts. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kyouchish.,Good! Their claws are poisoning our scouts. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kyouchish.
PROPQUEST_REQUESTBOX_INC_020072,I understand… but we're running out of remedies. Return if you wish to help.,I understand… but we're running out of remedies. Return if you wish to help.
PROPQUEST_REQUESTBOX_INC_020073,"You're still missing some. The Kyouchish are dangerous, stay careful.","You're still missing some. The Kyouchish are dangerous, stay careful."
PROPQUEST_REQUESTBOX_INC_020074,"Excellent! With these claws, our healers can prepare a proper antidote.","Excellent! With these claws, our healers can prepare a proper antidote."
PROPQUEST_REQUESTBOX_INC_020075,The Kanonicus Antidote,The Kanonicus Antidote
PROPQUEST_REQUESTBOX_INC_020076,The Kanonicus carry a natural antidote within their dorsal glands. Kaillun urgently needs it to heal warriors poisoned by the Lycans.,The Kanonicus carry a natural antidote within their dorsal glands. Kaillun urgently needs it to heal warriors poisoned by the Lycans.
PROPQUEST_REQUESTBOX_INC_020077,Thank you! Their natural antidote is vital for our wounded soldiers. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kanonicus.,Thank you! Their natural antidote is vital for our wounded soldiers. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kanonicus.
PROPQUEST_REQUESTBOX_INC_020078,A shame… several warriors are still waiting to be treated.,A shame… several warriors are still waiting to be treated.
PROPQUEST_REQUESTBOX_INC_020079,"You don’t have enough yet. Hurry, every drop counts.","You don’t have enough yet. Hurry, every drop counts."
PROPQUEST_REQUESTBOX_INC_020080,"Perfect! Thanks to you, we can finally treat our wounded.","Perfect! Thanks to you, we can finally treat our wounded."
PROPQUEST_REQUESTBOX_INC_020081,The Magic Skulls of the Redcloud,The Magic Skulls of the Redcloud
PROPQUEST_REQUESTBOX_INC_020082,The Redcloud generate a mysterious energy within their skulls. Muran shamans want to study this magic to reinforce the city's protective wards.,The Redcloud generate a mysterious energy within their skulls. Muran shamans want to study this magic to reinforce the city's protective wards.
PROPQUEST_REQUESTBOX_INC_020083,Very well! Their skulls contain a mysterious energy. We must study it. Bring back 325 $QUEST_END_ITEM_NAME$ from the Redcloud.,Very well! Their skulls contain a mysterious energy. We must study it. Bring back 325 $QUEST_END_ITEM_NAME$ from the Redcloud.
PROPQUEST_REQUESTBOX_INC_020084,Alright… but this magic could strengthen our defenses.,Alright… but this magic could strengthen our defenses.
PROPQUEST_REQUESTBOX_INC_020085,You don’t have enough energy-charged skulls yet. Keep going!,You don’t have enough energy-charged skulls yet. Keep going!
PROPQUEST_REQUESTBOX_INC_020086,Excellent work! These skulls are a true source of power.,Excellent work! These skulls are a true source of power.
PROPQUEST_REQUESTBOX_INC_020087,The Devil’s Teeth,The Devil’s Teeth
PROPQUEST_REQUESTBOX_INC_020088,A strange corruption spreads through Kaillun as Devil Spirits multiply. Their teeth contain a demonic essence the sages wish to seal away.,A strange corruption spreads through Kaillun as Devil Spirits multiply. Their teeth contain a demonic essence the sages wish to seal away.
PROPQUEST_REQUESTBOX_INC_020089,Be brave! The Devil Spirits are growing in number. Their teeth must be sealed. Bring back 325 $QUEST_END_ITEM_NAME$ from the Devil Spirits.,Be brave! The Devil Spirits are growing in number. Their teeth must be sealed. Bring back 325 $QUEST_END_ITEM_NAME$ from the Devil Spirits.
PROPQUEST_REQUESTBOX_INC_020090,I understand… but their influence spreads further each night. Return carefully.,I understand… but their influence spreads further each night. Return carefully.
PROPQUEST_REQUESTBOX_INC_020091,Not enough teeth to contain the demonic energy yet. Keep gathering.,Not enough teeth to contain the demonic energy yet. Keep gathering.
PROPQUEST_REQUESTBOX_INC_020092,Very good! These teeth will be purified and neutralized. You’ve done us a great service.,Very good! These teeth will be purified and neutralized. You’ve done us a great service.
PROPQUEST_REQUESTBOX_INC_020093,The Bloodstained Fangs of the Hellhound,The Bloodstained Fangs of the Hellhound
PROPQUEST_REQUESTBOX_INC_020094,"Hellhounds roam dangerously close to Kaillun, and their bloodied fangs leave lingering wounds. The Muran need them to forge weapons capable of driving these beasts back.","Hellhounds roam dangerously close to Kaillun, and their bloodied fangs leave lingering wounds. The Muran need them to forge weapons capable of driving these beasts back."
PROPQUEST_REQUESTBOX_INC_020095,Perfect! Their blood-soaked fangs are deadly. Bring back 325 $QUEST_END_ITEM_NAME$ from the Hellhounds to us for forging.,Perfect! Their blood-soaked fangs are deadly. Bring back 325 $QUEST_END_ITEM_NAME$ from the Hellhounds to us for forging.
PROPQUEST_REQUESTBOX_INC_020096,Very well… but the Hellhounds still lurk around Kaillun.,Very well… but the Hellhounds still lurk around Kaillun.
PROPQUEST_REQUESTBOX_INC_020097,You don’t have enough. Their fangs are essential to forge weapons that can repel them.,You don’t have enough. Their fangs are essential to forge weapons that can repel them.
PROPQUEST_REQUESTBOX_INC_020098,"Excellent work! Thanks to you, we can forge weapons worthy of the finest Muran warriors.","Excellent work! Thanks to you, we can forge weapons worthy of the finest Muran warriors."
PROPQUEST_REQUESTBOX_INC_020099,$QUEST_END_NPC_NAME$ thanks you from the bottom of his heart! Glory to the Murans!,$QUEST_END_NPC_NAME$ thanks you from the bottom of his heart! Glory to the Murans!
