Key,English,Thai
PROPQUEST_REQUESTBOX_INC_010001,Tina asked for help with reducing the Mothbee population as they're causing problems with transport. Could you kill 15 of them?,Tina ขอความช่วยเหลือเรื่องการลดจำนวนของ Mothbee เนื่องจากพวกมันกำลังสร้างปัญหาในการขนส่ง คุณสามารถฆ่าพวกมัน 15 ตัวได้หรือไม่?
PROPQUEST_REQUESTBOX_INC_010002,You can find Mothbee flying inbetween Northern Saint City & Flaris.,คุณสามารถหา Mothbee ที่บินอยู่ได้ระหว่าง Northern Saint City และ Flaris
PROPQUEST_REQUESTBOX_INC_010003,You don't want to help? That's okay. We'll find somebody else.,คุณไม่อยากช่วยเหรอ? ไม่เป็นไร เราจะหาคนอื่น
PROPQUEST_REQUESTBOX_INC_010004,You haven't finished the task yet.,คุณยังทำภารกิจไม่เสร็จเลย
PROPQUEST_REQUESTBOX_INC_010005,Mutated Aibatts,Aibatts กลายพันธุ์
PROPQUEST_REQUESTBOX_INC_010006,Tina has reported a new kind of Masquerpet called Zendros. Please could you kill 15 of them?,Tina ได้รายงานเรื่อง Masquerpet ชนิดใหม่ที่เรียกว่า Zendros คุณช่วยฆ่าพวกมัน 15 ตัวได้ไหม
PROPQUEST_REQUESTBOX_INC_010007,You can find Zendros flying between Flaris and Saint morning continents.,คุณจะพบ Zendros ที่บินระหว่างเมือง Flaris และ Saint morning
PROPQUEST_REQUESTBOX_INC_010008,Dragonflies,แมลงปอ
PROPQUEST_REQUESTBOX_INC_010009,Tina asked for help with reducing the Neparuba population as they're causing problems with transport. Could you kill 15 of them?,Tina ขอความช่วยเหลือในการลดจำนวน Neparuba เนื่องจากพวกมันกำลังก่อให้เกิดปัญหากับการขนส่ง คุณสามารถฆ่าพวกมัน 15 ตัวได้หรือไม่?
PROPQUEST_REQUESTBOX_INC_010010,You can find Neparuba flying between Flaris and Saint morning continents.,คุณสามารถพบ Neparuba ที่บินระหว่างเมือง Flaris และ Saint morning
PROPQUEST_REQUESTBOX_INC_010011,Flybrigen Brigade,กองพล Flybrigen
PROPQUEST_REQUESTBOX_INC_010012,Tina asked for help with reducing the Flybrigen population as they're causing problems with transport. Could you kill 15 of them?,Tina ขอความช่วยเหลือเกี่ยวกับการลดจำนวน Flybrigen เนื่องจากปัญหาในการคมนาคมขนส่ง คุณสามารถฆ่าพวกมัน 15 ตัวได้หรือไม่?
PROPQUEST_REQUESTBOX_INC_010013,You can find Flybrigen flying between Saint Morning and Garden of Rhisis continents.,คุณสามารถค้นหา Flybrigen ที่บินระหว่างเมือง Saint Morning และ Garden of Rhisis
PROPQUEST_REQUESTBOX_INC_010014,Moth Infestation (2),การระบาดของ Moth (2)
PROPQUEST_REQUESTBOX_INC_010015,Tina is asking for further help regarding the Mothbee infestation. Could you get rid of the Lord Mothbee?,Tina is asking for further help regarding the Mothbee infestation. Could you get rid of the Lord Mothbee?
PROPQUEST_REQUESTBOX_INC_010016,You can find the Lord Mothbee flying inbetween Northern Saint City & Flaris.,You can find the Lord Mothbee flying inbetween Northern Saint City & Flaris.
PROPQUEST_REQUESTBOX_INC_010017,Mutated Aibatts (2),Aibatt กลายพันธุ์ (2)
PROPQUEST_REQUESTBOX_INC_010018,Tina is asking for further help regarding the Zendros threat. Could you get rid of the Lord Zendros?,Tina is asking for further help regarding the Zendros threat. Could you get rid of the Lord Zendros?
PROPQUEST_REQUESTBOX_INC_010019,You can find the Lord Zendros flying between Flaris and Saint morning continents.,You can find the Lord Zendros flying between Flaris and Saint morning continents.
PROPQUEST_REQUESTBOX_INC_010020,Dragonflies (2),แมลงปอ (2)
PROPQUEST_REQUESTBOX_INC_010021,Tina is asking for further help regarding the Neparuba threat. Could you get rid of the Lord Neparuba?,Tina is asking for further help regarding the Neparuba threat. Could you get rid of the Lord Neparuba?
PROPQUEST_REQUESTBOX_INC_010022,You can find the Lord Neparuba flying between Flaris and Saint morning continents.,You can find the Lord Neparuba flying between Flaris and Saint morning continents.
PROPQUEST_REQUESTBOX_INC_010023,Flybrigen Brigade (2),กองพล Flybrigen (2)
PROPQUEST_REQUESTBOX_INC_010024,Tina is asking for further help regarding the Flybrigen threat. Could you get rid of the Lord Flybrigen?,Tina is asking for further help regarding the Flybrigen threat. Could you get rid of the Lord Flybrigen?
PROPQUEST_REQUESTBOX_INC_010025,You can find the Lord Flybrigen flying between Saint Morning and Garden of Rhisis continents.,You can find the Lord Flybrigen flying between Saint Morning and Garden of Rhisis continents.
PROPQUEST_REQUESTBOX_INC_010026,Flying Circus,Flying Circus
PROPQUEST_REQUESTBOX_INC_010027,Dior asked for help with reducing the Rockepeller population as they're causing problems with transport between Darkon & Flaris. Could you kill 15 of them?,Dior ขอความช่วยเหลือเกี่ยวกับการลดจำนวน Rockepeller เนื่องจากพวกเขากำลังสร้างปัญหากับการขนส่งระหว่าง Darkon และ Flaris คุณสามารถฆ่าพวกมัน 15 ตัวได้หรือไม่?
PROPQUEST_REQUESTBOX_INC_010028,You can find Rockepeller flying between Flaris and Darkon continents.,คุณจะพบ Rockepeller ระหว่างเมือง Flaris และ Darkon
PROPQUEST_REQUESTBOX_INC_010029,Zenma Hunting,การล่า Zenma
PROPQUEST_REQUESTBOX_INC_010030,Almani asked for help with reducing the Zenma population as they're causing problems with forestation in Gouthan Mountains. Could you kill 15 of them?,Almani ขอความช่วยเหลือในการลดจำนวน Zenma เนื่องจากพวกเขากำลังก่อให้เกิดปัญหากับป่าไม้ใน Gouthan Mountains คุณสามารถฆ่าพวกมัน 15 ตัวได้หรือไม่?
PROPQUEST_REQUESTBOX_INC_010031,You can find Zenma flying above Gouthan Mountains.,คุณสามารถพบ Zenma บินอยู่เหนือ Gouthan Mountains
PROPQUEST_REQUESTBOX_INC_010032,"Hey look, a flying rat!",ดูสิ หนูบินได้!
PROPQUEST_REQUESTBOX_INC_010033,"Almani asked for Longwings to be exterminated, as they have been attacking civilians. Could you kill 15 of them?",Almani ขอให้ Longwings ถูกกำจัดเนื่องจากพวกมันโจมตีชาวเมือง คุณสามารถฆ่าพวกมัน 15 ตัวได้หรือไม่?
PROPQUEST_REQUESTBOX_INC_010034,You can find Longwings flying South-East of the Clockworks Cage in the mountains.,คุณจะพบ Longwings บินอยู่ทางตะวันออกเฉียงใต้ของ Clockworks Cage ในภูเขา
PROPQUEST_REQUESTBOX_INC_010035,Baby Meteonyker,Baby Meteonyker
PROPQUEST_REQUESTBOX_INC_010036,"Almani asked for Fafnirs to be exterminated, before they grow into Dragons! Please could you kill 15 of them?",Almani ขอให้ Fafnirs ถูกกำจัด ก่อนที่พวกมันจะเติบโตเป็น Dragons! คุณช่วยฆ่าพวกมัน 15 ตัวได้ไหม
PROPQUEST_REQUESTBOX_INC_010037,"You can find Fafnirs flying near the Volcano in Darkon 3, Brekin.",คุณสามารถหา Fafnir บินใกล้ภูเขาไฟได้ใน Darkon 3 Brekin
PROPQUEST_REQUESTBOX_INC_010038,Prehistoric Birds,นกยุคก่อนประวัติศาสตร์
PROPQUEST_REQUESTBOX_INC_010039,Almani asked for Gorrudas to be exterminated. They are an imminent threat! Please could you kill 15 of them?,Almani ขอให้ Gorrudas ถูกกำจัด พวกมันเป็นภัยคุกคามที่ใกล้เข้ามา! คุณช่วยฆ่าพวกมัน 15 ตัวได้ไหม
PROPQUEST_REQUESTBOX_INC_010040,"You can find Gorrudas flying West of the Deadwallderness, over the mountains.",คุณจะพบ Gorrudas บินอยู่ทางตะวันตกของ Deadwallderness เหนือภูเขา
PROPQUEST_REQUESTBOX_INC_010041,Flying Circus (2),Flying Circus (2)
PROPQUEST_REQUESTBOX_INC_010042,Dior asked for further help regarding the Rockepeller threat. Could you get rid of the Lord Rockepeller?,Dior asked for further help regarding the Rockepeller threat. Could you get rid of the Lord Rockepeller?
PROPQUEST_REQUESTBOX_INC_010043,You can find the Lord Rockepeller flying between Flaris and Darkon continents.,You can find the Lord Rockepeller flying between Flaris and Darkon continents.
PROPQUEST_REQUESTBOX_INC_010044,"Hey look, a flying rat! (2)",ดูสิ หนูบินได้! (2)
PROPQUEST_REQUESTBOX_INC_010045,Almani asked for further help regarding the Longwings threat. Could you get rid of the Lord Longwing?,Almani asked for further help regarding the Longwings threat. Could you get rid of the Lord Longwing?
PROPQUEST_REQUESTBOX_INC_010046,You can find the Lord Longwing flying South-East of the Clockworks Cage in the mountains.,You can find the Lord Longwing flying South-East of the Clockworks Cage in the mountains.
PROPQUEST_REQUESTBOX_INC_010047,Baby Meteonyker (2),Baby Meteonyker (2)
PROPQUEST_REQUESTBOX_INC_010048,Almani asked for further help regarding the Fafnir threat. Could you get rid of the Lord Fafnir?,Almani asked for further help regarding the Fafnir threat. Could you get rid of the Lord Fafnir?
PROPQUEST_REQUESTBOX_INC_010049,"You can find the Lord Fafnir flying near the Volcano in Darkon 3, Brekin.","You can find the Lord Fafnir flying near the Volcano in Darkon 3, Brekin."
PROPQUEST_REQUESTBOX_INC_010050,Prehistoric Birds (2),นกยุคก่อนประวัติศาสตร์ (2)
PROPQUEST_REQUESTBOX_INC_010051,Almani asked for further help regarding the Gorruda threat. Could you get rid of the Lord Gorruda?,Almani asked for further help regarding the Gorruda threat. Could you get rid of the Lord Gorruda?
PROPQUEST_REQUESTBOX_INC_010052,"You can find the $QUEST_END_KILL_NAME$ flying West of the Deadwallderness, over the mountains.",คุณจะพบ $QUEST_END_KILL_NAME$ ที่บินไปทางตะวันตกของ Deadwallderness เหนือภูเขา
PROPQUEST_REQUESTBOX_INC_010053,Zenma Hunting (2),การล่า Zenma (2)
PROPQUEST_REQUESTBOX_INC_010054,Almani asked for further help regarding the Zenma threat. Could you get rid of the Lord Zenma?,Almani asked for further help regarding the Zenma threat. Could you get rid of the Lord Zenma?
PROPQUEST_REQUESTBOX_INC_010055,You can find the Lord Zenma flying above Gouthan Mountains.,You can find the Lord Zenma flying above Gouthan Mountains.
PROPQUEST_REQUESTBOX_INC_020000,You can get $QUEST_END_ITEM_NAME$ from any type of Chimeradon.,คุณสามารถรับ $QUEST_END_ITEM_NAME$ จาก Chimeradon ประเภทใดก็ได้
PROPQUEST_REQUESTBOX_INC_020001,You can get $QUEST_END_ITEM_NAME$ from any type of Bearnerky.,คุณสามารถรับ $QUEST_END_ITEM_NAME$ จาก Bearnerky ประเภทใดก็ได้
PROPQUEST_REQUESTBOX_INC_020002,You can get $QUEST_END_ITEM_NAME$ from any type of Muffrin.,คุณสามารถรับ $QUEST_END_ITEM_NAME$ จาก Muffrin ประเภทใดก็ได้
PROPQUEST_REQUESTBOX_INC_020003,You can get $QUEST_END_ITEM_NAME$ from any type of Popcrank.,คุณสามารถรับ $QUEST_END_ITEM_NAME$ จาก Popcrank ทุกประเภท
PROPQUEST_REQUESTBOX_INC_020004,You can collect $QUEST_END_ITEM_NAME$ from all types of Red Mantis.,คุณสามารถรวบรวม $QUEST_END_ITEM_NAME$ จาก Red Mantis ทุกประเภท
PROPQUEST_REQUESTBOX_INC_020005,Obsessed with Crystals! (1),หมกมุ่นอยู่กับคริสตัล! (1)
PROPQUEST_REQUESTBOX_INC_020006,Obsessed with Crystals! (2),หมกมุ่นอยู่กับคริสตัล! (2)
PROPQUEST_REQUESTBOX_INC_020007,Obsessed with Crystals! (3),หมกมุ่นอยู่กับคริสตัล! (3)
PROPQUEST_REQUESTBOX_INC_020008,Obsessed with Crystals! (4),หมกมุ่นอยู่กับคริสตัล! (4)
PROPQUEST_REQUESTBOX_INC_020009,Obsessed with Crystals! (5),หมกมุ่นอยู่กับคริสตัล! (5)
PROPQUEST_REQUESTBOX_INC_020010,Crystals! Hmmm.... $QUEST_END_ITEM_NAME$s! Could you please bring me some $QUEST_END_ITEM_NAME$!?,คริสตัล!! อืม... $QUEST_END_ITEM_NAME$s! คุณช่วยเอา $QUEST_END_ITEM_NAME$ มาให้หน่อยได้ไหม!
PROPQUEST_REQUESTBOX_INC_020011,You can get $QUEST_END_ITEM_NAME$ from any type of Medumet.,คุณสามารถรับ $เควส_เสร็จสิ้น_ชื่อ_ไอเท็ม$ จาก Medumet ประเภทใดก็ได้
PROPQUEST_REQUESTBOX_INC_020012,You can get $QUEST_END_ITEM_NAME$ from any type of Yetti.,คุณสามารถรับ$เควส_เสร็จสิ้น_ชื่อ_ไอเท็ม$ จาก Yetti ไหนก็ๆได้
PROPQUEST_REQUESTBOX_INC_020013,You can get $QUEST_END_ITEM_NAME$ from any type of Augu.,คุณสามารถรับ $เควส_เสร็จสิ้น_ชื่อ_ไอเท็ม$ Augu ไหนก็ได้
PROPQUEST_REQUESTBOX_INC_020014,You can get $QUEST_END_ITEM_NAME$ from any type of Ghost of the Forgotten.,คุณสามารถรับ $เควส_เสร็จสิ้น_ชื่อ_ไอเท็ม$ จากGhost of the Forgotten ไหนก็ได้
PROPQUEST_REQUESTBOX_INC_020015,You can get $QUEST_END_ITEM_NAME$ from any type of Mammoth.,คุณสามารถรับ$เควส_เสร็จสิ้น_ชื่อ_ไอเท็ม$ จาก Mammoth ไหนก็ได้
PROPQUEST_REQUESTBOX_INC_020016,You did it! Hooray! Here's your reward. Come back soon!,คุณทำได้! ไชโย! นี่คือรางวัลของคุณ กลับมาเร็ว ๆ นี้!
PROPQUEST_REQUESTBOX_INC_020017,More! More!,มากกว่านี้! มากกว่านี้!
PROPQUEST_REQUESTBOX_INC_020018,Bring Broken Wings,นำปีกที่หักกลับมา
PROPQUEST_REQUESTBOX_INC_020019,Tigar Bites,รอยเสือกัด
PROPQUEST_REQUESTBOX_INC_020020,Googly-Eyed Gogloo,ตาของ Gogloo
PROPQUEST_REQUESTBOX_INC_020021,Nippy Waters,น้ำที่ว่องไว
PROPQUEST_REQUESTBOX_INC_020022,Hard Shell of the Creper,กระดองแข็งของ Creper
PROPQUEST_REQUESTBOX_INC_020023,Crumbly Purple Essence,ต้นตอพลังสีม่วงของ Crumbly
PROPQUEST_REQUESTBOX_INC_020024,A Gray Picture of Dorian,ภาพถ่าย Dorian สีเทา
PROPQUEST_REQUESTBOX_INC_020025,King of Coral Island,King of Coral Island
PROPQUEST_REQUESTBOX_INC_020026,Letter in a Bottle,จดหมายในขวด
PROPQUEST_REQUESTBOX_INC_020027,Hello adventurer... would you bring me $QUEST_END_ITEM_NAME$ from the Atrox? I want to build giant wings I can soar the skies with! Bring me all you can find...,สวัสดีนักผจญภัย... คุณจะนำ $QUEST_END_ITEM_NAME$ จาก Atrox มาให้ฉันได้ไหม ฉันอยากสร้างปีกยักษ์ที่บินได้บนท้องฟ้า! เอาที่คุณหาได้ทั้งหมดมาให้ฉัน...
PROPQUEST_REQUESTBOX_INC_020028,Tigars are known to have some of the strongest teeth in all of Madrigal. If you come across $QUEST_END_ITEM_NAME$ could you bring me a few? I'm crafting a giant dagger... it'll be HUGE!,Tigars มีฟันที่แข็งแรงที่สุดใน Madrigal หากคุณเจอ $QUEST_END ITEM_NAME$ ช่วยเอามาให้ฉันสักสองสามอันได้ไหม ฉันกำลังประดิษฐ์มีดสั้นขนาดยักษ์... มันจะใหญญญญญญญญ่มาก!
PROPQUEST_REQUESTBOX_INC_020029,The glass inside a Meral's $QUEST_END_ITEM_NAME$ can enhance a person's vision thrice their normal spotting distance. Collect me enough and I could build a telescope to peer halfway across the globe!,กระจก $QUEST_END_ITEM_NAME$ ที่อยู่ภายใน Meral สามารถเพิ่มระยะการมองเห็นได้สามเท่าจากระยะการมองเห็นปกติ ถ้ารวบรวมฉันมาได้เพียงพอ ฉันคงสร้างกล้องโทรทรรศน์เพื่อมองดูโลกได้ไกลออกไปครึ่งโลก!
PROPQUEST_REQUESTBOX_INC_020030,"All this inventing has me famished! Could you go get me some of the Kingster's $QUEST_END_ITEM_NAME$? We'll eat like kings! Don't worry, I'll share...",คิดค้นสิ่งประดิษฐ์เนี่ย มันทำให้ฉันหิวมาก! คุณช่วยไปซื้อ $QUEST_END_ITEM_NAME$ ของ Kingster ให้ฉันหน่อยได้ไหม เราจะกินกันอย่างราชา! ไม่ต้องกังวล ฉันจะแบ่งให้...
PROPQUEST_REQUESTBOX_INC_020031,"After all that seafood I couldn't eat another bite! For this next invention, I need $QUEST_END_ITEM_NAME$ from the large crabs called Creper. From their hard carapace I will craft the strongest of armors. I forsee a fate in which doning this armor will save Coral Island!",หลังจากกินอาหารทะเลหมดแล้ว ฉันก็กินอะไรไม่ได้อีกเลย! สำหรับการประดิษฐ์ครั้งต่อไป ฉันต้องการ $QUEST_END_ITEM_NAME$ จากปูตัวใหญ่ที่ชื่อว่า Creper ฉันจะประดิษฐ์ชุดเกราะที่แข็งแกร่งที่สุดจากกระดองที่แข็งของมัน ฉันคิดว่าเกราะนี้จะช่วยเกาะ Coral Island ได้!
PROPQUEST_REQUESTBOX_INC_020032,"The Naga are powerful warriors of the sea... their $QUEST_END_ITEM_NAME$ are said to hold magical powers that can be used to harness purple energy. I have a healthy fear of Purple Magic, but what doesn't kill you only makes you stronger.",Naga เป็นนักรบแห่งท้องทะเลผู้ทรงพลัง... มีการกล่าวกันว่า $QUEST_END_ITEM_NAME$ ของพวกมันมีพลังวิเศษที่สามารถใช้ควบคุมพลังงานสีม่วงได้ ฉันกลัวเวทมนตร์สีม่วงนั่นพอสมควร แต่สิ่งที่ฆ่าคุณไม่ได้จะทำให้คุณแข็งแกร่งขึ้น
PROPQUEST_REQUESTBOX_INC_020033,The Dorian have risen from the seas around our island! Please defeat them and collect their $QUEST_END_ITEM_NAME$ as proof. My inventions can only hold them back for so long...,พวก Dorian ได้โผล่ขึ้นมาจากทะเลรอบๆ เกาะของเราแล้ว! โปรดปราบพวกมันและเก็บ $QUEST_END_ITEM_NAME$ ของพวกมันไว้เป็นหลักฐาน สิ่งประดิษฐ์ของฉันสามารถยับยั้งพวกมันไว้ได้เพียงชั่วระยะเวลาหนึ่งเท่านั้น...
PROPQUEST_REQUESTBOX_INC_020034,"The $QUEST_END_ITEM_NAME$ of the Okean must be mine! I know having their crown won't make me a king, but it will put me on the path of my dream. To be King of Coral Island!",$QUEST_END_ITEM_NAME$ ของ Okean ต้องเป็นของฉัน! ฉันรู้ว่าการได้มงกุฎของพวกเขาจะไม่ทำให้ฉันกลายเป็นราชา แต่มันจะพาฉันไปสู่เส้นทางแห่งความฝันในการเป็นราชาแห่ง Coral Island!
PROPQUEST_REQUESTBOX_INC_020035,"With the $QUEST_END_ITEM_NAME$ from the Kraken, I could finally write to all my friends across the oceans. There's never enough time to keep up with everyone...",ด้วย $QUEST_END_ITEM_NAME$ จาก Kraken ในที่สุดฉันก็สามารถเขียนจดหมายถึงเพื่อนๆ ของฉันทุกคนที่อยู่คนละฟากมหาสมุทรได้เสียที เวลาเลยไม่พอให้ครบทุกคนเลย...
PROPQUEST_REQUESTBOX_INC_020036,You may find $QUEST_END_ITEM_NAME$ from any of the Atrox crawling around the island.,คุณอาจพบ $QUEST_END_ITEM_NAME$ จาก Atrox ที่คลานอยู่รอบเกาะ
PROPQUEST_REQUESTBOX_INC_020037,You may find $QUEST_END_ITEM_NAME$ from Tigars around the island.,คุณอาจพบ $QUEST_END_ITEM_NAME$ จาก Tigars ที่อยู่รอบเกาะ
PROPQUEST_REQUESTBOX_INC_020038,You may find $QUEST_END_ITEM_NAME$ from the Meral patroling the beaches.,คุณอาจพบ $QUEST_END_ITEM_NAME$ จาก Meral ที่ลาดตระเวณหาด
PROPQUEST_REQUESTBOX_INC_020039,You may find delicious $QUEST_END_ITEM_NAME$ from Kingsters in shallow waters around the island.,คุณอาจพบ $QUEST_END_ITEM_NAME$ แสนอร่อยจาก Kingsters ในบริเวณน้ำตื้นรอบเกาะ
PROPQUEST_REQUESTBOX_INC_020040,You may find tough $QUEST_END_ITEM_NAME$ from Creper around the beach area.,คุณอาจพบ $QUEST_END_ITEM_NAME$ จาก Creper รอบๆ บริเวณชายหาด
PROPQUEST_REQUESTBOX_INC_020041,You may find $QUEST_END_ITEM_NAME$ from Naga around Coral Island.,คุณอาจพบ $QUEST_END_ITEM_NAME$ จาก Naga บริเวณ Coral Island
PROPQUEST_REQUESTBOX_INC_020042,You may find $QUEST_END_ITEM_NAME$ left behind by Dorian around Coral Island.,คุณอาจพบ $QUEST_END_ITEM_NAME$ ที่ Dorian ทิ้งไว้แถว Coral Island
PROPQUEST_REQUESTBOX_INC_020043,"You may find magnificient $QUEST_END_ITEM_NAME$ from Okean, deep in the waters of Coral Island's seas.",คุณอาจพบ $QUEST_END_ITEM_NAME$ อันงดงามจาก Okean ในท้องทะเลลึกของ Coral Island
PROPQUEST_REQUESTBOX_INC_020044,You may find $QUEST_END_ITEM_NAME$ inside the bellies of the deep-sea Kraken.,คุณอาจพบ $QUEST_END_ITEM_NAME$ ในส่วนท้องของ Kraken ณ ท้องทะเลลึก
PROPQUEST_REQUESTBOX_INC_020045,"Please, don't make me go collect $QUEST_END_ITEM_NAME$ all on my own... I'm too busy dreaming up new inventions!",ขอร้องอย่าให้ฉันต้องไปเก็บ $QUEST_END_ITEM_NAME$ คนเดียวเลย... ฉันยุ่งเกินไปกับการฝันถึงสิ่งประดิษฐ์ใหม่ๆ!
PROPQUEST_REQUESTBOX_INC_020046,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll be soaring the skies with ease. See you at the Rainbow Race!",ขอบคุณที่รวบรวม $QUEST_END_ITEM_NAME$ ทั้งหมดได้นะ นักผจญภัย! อีกไม่นาน ฉันจะบินขึ้นไปบนท้องฟ้าอย่างสบายๆ เจอกันที่ Rainbow Race!
PROPQUEST_REQUESTBOX_INC_020047,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll have the biggest dagger in Madrigal. Hehehe, catch me showing off to the Demians!",ขอบคุณที่รวบรวม $QUEST_END_ITEM_NAME$ ทั้งหมดนะนักผจญภัย! เร็วๆ นี้ ฉันจะได้มีดสั้นที่ใหญ่ที่สุดใน Madrigal แล้วล่ะ ฮ่าๆ คอยดูตอนฉันกำลังอวดพวก Demians!
PROPQUEST_REQUESTBOX_INC_020048,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll be able to see the sights without ever leaving my home!",ขอบคุณที่รวบรวม $QUEST_END_ITEM_NAME$ นะนักผจญภัย! อีกไม่นาน ฉันคงได้ชมทิวทัศน์โดยไม่ต้องออกจากบ้านเลย!
PROPQUEST_REQUESTBOX_INC_020049,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! We're going to be so full! Eat up, it's time to feast!",ขอบคุณที่รวบรวม $QUEST_END_ITEM_NAME$ ทั้งหมดมาได้นะนักผจญภัย! เราคงจะอิ่มมากแน่ๆ! รีบกินซะ ได้เวลาปาร์ตี้แล้ว!
PROPQUEST_REQUESTBOX_INC_020050,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll have armor enough to defend Coral Island against all evil!",ขอบคุณที่รวบรวม $QUEST_END_ITEM_NAME$ ทั้งหมดได้นะ นักผจญภัย! อีกไม่นาน ฉันจะมีเกราะที่แกร่งพอจะป้องกัน Coral Island จากปีศาจร้ายทั้งหลาย!
PROPQUEST_REQUESTBOX_INC_020051,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll know more about this Purple Magic... Perhaps one day enough to stop its evil from taking over Coral Island.",ขอบคุณที่รวบรวม $QUEST_END_ITEM_NAME$ ทั้งหมดมาได้นะ นักผจญภัย! เร็วๆ นี้ ฉันจะได้รู้เพิ่มเติมเกี่ยวกับเวทมนตร์สีม่วงนี้... บางทีสักวันหนึ่งอาจจะเพียงพอที่จะหยุดยั้งความชั่วร้ายไม่ให้เข้ายึด Coral Island ได้
PROPQUEST_REQUESTBOX_INC_020052,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Those fishy creatures have a strange power that makes them age slower than others. Perhaps studying their teeth can give us insight to the Dorian's special powers.",ขอบคุณที่รวบรวม $QUEST_END_ITEM_NAME$ ทั้งหมดได้นะ นักผจญภัย! สิ่งมีชีวิตคล้ายปลาเหล่านี้มีพลังประหลาดที่ทำให้พวกมันแก่ช้ากว่าสิ่งมีชีวิตอื่น บางทีการศึกษาฟันของพวกมันอาจช่วยให้เราเข้าใจถึงพลังพิเศษของ Dorian ได้
PROPQUEST_REQUESTBOX_INC_020053,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! It's just a dream... but I hope to one day greet you again as King of Coral Island.",ขอบคุณที่รวบรวม $QUEST_END_ITEM_NAME$ ทั้งหมดมาได้นะนักผจญภัย มันเป็นแค่ความฝัน... แต่ฉันหวังว่าสักวันหนึ่งฉันจะได้พบคุณอีกครั้งในฐานะราชาแห่ง Coral Island
PROPQUEST_REQUESTBOX_INC_020054,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! I've decided to write these letters and deliver them myself. Thank you for everything... I hope to see you again one day!",ขอบคุณที่รวบรวม $QUEST_END_ITEM_NAME$ มาให้ฉันนะนักผจญภัย! ฉันตัดสินใจเขียนจดหมายเหล่านี้และส่งเอง ขอบคุณสำหรับทุกอย่าง... ฉันหวังว่าจะได้พบคุณอีกในสักวัน!
PROPQUEST_REQUESTBOX_INC_020055,That isn't nearly enough $QUEST_END_ITEM_NAME$ for me to build one of my grand inventions... come back with more!,นั่นยังไม่ใกล้เคียงเลยเลยสำหรับ $QUEST_END_ITEM_NAME$ ที่ฉันจะใช้สร้างสิ่งประดิษฐ์อันยิ่งใหญ่ของฉัน... โปรดนำกลับมาเพิ่มอีก!
PROPQUEST_REQUESTBOX_INC_020056,$QUEST_END_NPC_NAME$ cackles with glee! Soon their inventions will become a reality.,$QUEST_END_NPC_NAME$ หัวเราะด้วยความยินดี! ในไม่ช้าสิ่งประดิษฐ์ของพวกเขาจะกลายเป็นความจริง
PROPQUEST_REQUESTBOX_INC_020057,The Skulls of the Hundur Sharpfoot,The Skulls of the Hundur Sharpfoot
PROPQUEST_REQUESTBOX_INC_020058,"The Hundur Sharpfoot gather near Kaillun’s borders, and their skulls bear strange markings. The Muran need them to decipher the secrets behind their rituals.","The Hundur Sharpfoot gather near Kaillun’s borders, and their skulls bear strange markings. The Muran need them to decipher the secrets behind their rituals."
PROPQUEST_REQUESTBOX_INC_020059,Excellent! The Muran are counting on you. Go gather 325 $QUEST_END_ITEM_NAME$ and return once you have enough. You can find them on the Hundur Sharpfoot.,Excellent! The Muran are counting on you. Go gather 325 $QUEST_END_ITEM_NAME$ and return once you have enough. You can find them on the Hundur Sharpfoot.
PROPQUEST_REQUESTBOX_INC_020060,I see… but these creatures are growing more aggressive. Come back if you change your mind.,I see… but these creatures are growing more aggressive. Come back if you change your mind.
PROPQUEST_REQUESTBOX_INC_020061,"You haven't gathered enough skulls yet… Keep going, each specimen is important to us.","You haven't gathered enough skulls yet… Keep going, each specimen is important to us."
PROPQUEST_REQUESTBOX_INC_020062,Perfect! These skulls will be of great use to us. Kaillun thanks you for your determination.,Perfect! These skulls will be of great use to us. Kaillun thanks you for your determination.
PROPQUEST_REQUESTBOX_INC_020063,The Skulls of the Samoset,The Skulls of the Samoset
PROPQUEST_REQUESTBOX_INC_020064,The Samoset spirits have grown increasingly aggressive in the plains. The sages of Kaillun seek their skulls to understand the source of their unusual unrest.,The Samoset spirits have grown increasingly aggressive in the plains. The sages of Kaillun seek their skulls to understand the source of their unusual unrest.
PROPQUEST_REQUESTBOX_INC_020065,Thank you! The Samoset spirits are becoming unstable. Bring back 325 $QUEST_END_ITEM_NAME$ from the Samoset so we can analyze their unrest.,Thank you! The Samoset spirits are becoming unstable. Bring back 325 $QUEST_END_ITEM_NAME$ from the Samoset so we can analyze their unrest.
PROPQUEST_REQUESTBOX_INC_020066,Very well… but their unrest intensifies each day. Return if you change your mind.,Very well… but their unrest intensifies each day. Return if you change your mind.
